name,win,loss,nc,draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.
Kevin Ferguson,4,2,0,0,"6'2""",235lbs.,"77""",Orthodox,"Feb08,1974",2.30,50%,3.41,38%,3.10,72%,36%,1.2
Jonathan Goulet,4,5,0,0,"6'0""",170lbs.,"73""",Orthodox,"Jul13,1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
Yoshiyuki Yoshida,2,3,0,0,"5'11""",170lbs.,"70""",Southpaw,"May10,1974",0.85,36%,3.67,36%,1.41,28%,25%,2.8
Renzo Gracie,4,6,0,1,"5'10""",185lbs.,--,Orthodox,"Mar11,1967",1.71,41%,1.67,55%,1.13,20%,40%,0.8
Brad Blackburn,3,2,0,0,"5'10""",170lbs.,"73""",Orthodox,"May25,1977",4.55,35%,3.59,65%,0.93,50%,76%,0.7
Matt Veach,1,2,0,0,"5'11""",155lbs.,--,Orthodox,"May31,1981",1.12,28%,4.91,44%,3.64,38%,100%,1.5
Mostapha Al-Turk,0,3,0,0,"6'2""",245lbs.,"77""",Orthodox,"Jul14,1973",1.36,19%,3.61,53%,0.00,0%,0%,0.0
Nate Quarry,7,3,0,0,"6'0""",185lbs.,"72""",OpenStance,"Mar18,1972",4.96,44%,2.80,66%,0.25,33%,60%,0.0
Ronys Torres,0,2,0,0,"5'7""",155lbs.,--,Orthodox,"Aug13,1975",0.87,26%,1.93,57%,4.00,47%,16%,0.5
Rob Emerson,3,3,1,0,"5'9""",155lbs.,"70""",Orthodox,"Jul30,1981",2.50,30%,2.83,64%,2.02,52%,65%,0.4
Caol Uno,5,8,0,2,"5'7""",155lbs.,"70""",Southpaw,"May08,1975",1.91,49%,1.90,50%,1.95,31%,37%,0.5
Lucio Linhares,0,2,0,0,"6'2""",185lbs.,--,Orthodox,"Dec08,1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9
Rory Markham,1,2,0,0,"6'0""",170lbs.,"71""",Orthodox,"Mar25,1982",1.98,21%,10.27,45%,0.00,0%,0%,0.0
Paul Buentello,8,4,0,0,"6'2""",245lbs.,"77""",Orthodox,"Jan16,1974",3.29,45%,3.83,52%,0.19,33%,39%,0.4
Shannon Gugerty,2,3,0,0,"5'10""",155lbs.,"71""",Orthodox,"Dec30,1981",1.25,39%,1.88,58%,2.13,27%,50%,3.4
Chase Gormley,0,2,0,0,"6'3""",265lbs.,--,Orthodox,--,3.60,42%,6.03,44%,3.12,42%,0%,1.0
Mark Coleman,16,10,0,0,"6'1""",205lbs.,"75""",Orthodox,"Dec20,1964",1.88,52%,2.62,40%,3.89,40%,50%,0.8
Frank Trigg,8,5,0,0,"5'9""",170lbs.,"71""",Southpaw,"May07,1972",2.79,46%,1.90,56%,2.35,47%,75%,0.8
Justin Buchholz,1,4,0,0,"6'0""",155lbs.,"73""",Orthodox,"Aug22,1983",2.35,26%,4.14,51%,0.00,0%,33%,0.8
Rolles Gracie,0,1,0,0,"6'4""",242lbs.,--,Orthodox,"Jul14,1978",2.30,32%,3.38,55%,2.30,10%,0%,0.0
Jay Silva,0,2,0,0,"6'2""",185lbs.,--,Southpaw,--,1.13,34%,3.07,40%,0.00,0%,38%,1.0
Kyle Bradley,1,3,0,0,"5'9""",155lbs.,"71""",Orthodox,"Aug19,1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0
Wilson Gouveia,6,4,0,0,"6'1""",185lbs.,"76""",Orthodox,"Oct03,1978",3.02,39%,4.06,56%,0.90,66%,57%,2.2
Shane Nelson,2,2,0,0,"5'9""",155lbs.,"70""",Southpaw,"Nov29,1984",1.38,31%,2.84,61%,1.31,18%,54%,1.6
Kevin Burns,2,3,0,0,"5'10""",170lbs.,"74""",Orthodox,"Mar03,1980",2.74,38%,4.30,52%,0.28,50%,47%,0.8
Houston Alexander,2,4,0,0,"6'0""",205lbs.,"72""",Orthodox,"Mar22,1972",3.06,54%,3.20,52%,1.19,57%,33%,0.0
Marcus Jones,0,1,0,0,"6'6""",265lbs.,--,Orthodox,"Aug15,1973",1.94,52%,2.71,58%,8.71,75%,0%,2.9
Darrill Schoonover,0,1,0,0,"6'2""",220lbs.,--,Orthodox,"Jul18,1985",1.20,33%,4.35,38%,0.00,0%,50%,1.1
Justin Wren,0,1,0,0,"6'2""",265lbs.,--,Orthodox,"Apr27,1987",3.43,35%,2.07,64%,0.00,0%,100%,0.0
Jake Rosholt,2,2,0,0,"6'1""",185lbs.,--,Orthodox,"Feb09,1982",2.68,53%,2.33,49%,6.51,68%,0%,1.8
Brock Larson,7,4,0,0,"5'11""",170lbs.,"71""",Southpaw,"Aug23,1977",1.39,46%,1.50,55%,2.67,34%,43%,2.0
Jason Dent,1,3,0,0,"5'10""",155lbs.,"71""",Orthodox,"Jun12,1980",2.01,39%,3.70,62%,0.00,0%,26%,1.4
Denis Kang,7,6,0,0,"5'11""",185lbs.,"77""",Orthodox,"Sep17,1977",2.27,35%,1.65,67%,2.51,65%,38%,1.2
Rolando Delgado,1,2,0,0,"6'3""",155lbs.,"77""",Orthodox,"Nov22,1981",1.56,40%,1.83,62%,1.17,22%,0%,3.5
Antoni Hardonk,4,4,0,0,"6'4""",245lbs.,"78""",Orthodox,"Feb05,1976",3.40,61%,3.07,46%,0.00,0%,40%,0.9
Razak Al-Hassan,0,2,0,0,"6'2""",205lbs.,--,Orthodox,"May14,1982",3.27,39%,3.14,60%,0.65,14%,57%,0.0
Hermes Franca,7,5,0,0,"5'6""",155lbs.,"71""",Orthodox,"Aug26,1974",1.78,39%,2.85,55%,1.53,36%,37%,2.4
Drew McFedries,4,5,0,0,"6'0""",185lbs.,"72""",Southpaw,"Jul27,1978",5.13,51%,4.56,52%,1.42,100%,56%,0.7
Roger Huerta,6,2,0,0,"5'9""",155lbs.,"70""",Orthodox,"May20,1983",3.64,36%,2.33,56%,2.13,46%,52%,0.5
Chris Wilson,1,3,0,0,"6'1""",170lbs.,"75""",Orthodox,"Jun07,1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6
Justin McCully,2,2,0,0,"6'1""",225lbs.,"73""",Orthodox,"Feb18,1976",1.58,37%,2.02,46%,1.28,44%,43%,0.0
Marcus Aurelio,5,8,0,0,"5'10""",155lbs.,"74""",Orthodox,"Aug18,1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3
Dan Cramer,1,1,0,0,"6'2""",170lbs.,--,Orthodox,"Oct31,1985",0.97,30%,2.10,31%,0.00,0%,66%,0.5
Danillo Villefort,1,2,0,0,"6'1""",185lbs.,--,Orthodox,"May08,1983",2.86,37%,2.40,68%,1.71,66%,33%,1.7
Jake O'Brien,4,4,0,0,"6'3""",205lbs.,"76""",Orthodox,"Sep25,1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2
Mike Ciesnolevicz,1,1,0,0,"6'0""",235lbs.,--,Orthodox,"Oct28,1979",0.51,50%,4.62,57%,0.00,0%,20%,5.1
Frank Lester,0,1,0,0,"5'11""",170lbs.,--,Orthodox,"Jun10,1984",2.18,36%,3.82,53%,0.00,0%,0%,0.0
Cameron Dollar,0,1,0,0,"5'11""",155lbs.,--,Orthodox,"May12,1987",5.04,38%,2.94,61%,0.00,0%,0%,0.0
Dale Hartt,1,2,0,0,"5'10""",155lbs.,"69""",Orthodox,"Apr04,1979",1.14,35%,1.55,66%,1.22,100%,25%,2.5
Denis Stojnic,0,2,0,0,"6'0""",245lbs.,--,Orthodox,"Feb02,1980",1.51,23%,6.06,36%,0.00,0%,80%,1.0
Xavier Foupa-Pokam,0,2,0,0,"6'1""",185lbs.,--,OpenStance,"Jul03,1982",1.47,43%,2.50,49%,0.00,0%,16%,0.0
Andre Gusmao,0,2,0,0,"6'0""",205lbs.,--,Orthodox,"May19,1977",2.79,43%,3.28,60%,0.00,0%,60%,0.0
Brandon Wolff,0,2,0,0,"5'9""",170lbs.,--,Orthodox,"Oct18,1975",0.47,33%,10.91,19%,0.00,0%,0%,0.0
David Kaplan,0,2,0,0,"5'7""",155lbs.,--,Orthodox,"Nov16,1979",2.88,46%,4.32,67%,4.88,43%,0%,0.7
David Bielkheden,1,3,0,0,"5'10""",155lbs.,"71""",Orthodox,"Jun06,1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
Ryo Chonan,6,8,0,0,"5'9""",170lbs.,"70""",Orthodox,"Oct08,1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3
Carmelo Marrero,2,3,0,0,"6'0""",205lbs.,"73""",Orthodox,"Jan26,1981",0.84,34%,2.04,54%,3.21,36%,36%,0.9
Junie Browning,1,1,0,0,"5'9""",155lbs.,--,Orthodox,"May12,1984",3.76,48%,1.76,66%,3.53,66%,0%,3.5
Matt Horwich,0,3,0,0,"6'1""",185lbs.,--,Orthodox,"Oct02,1978",1.11,62%,2.16,38%,0.33,9%,28%,2.7
Jesse Sanders,0,1,0,0,"6'0""",170lbs.,--,Orthodox,--,0.00,0%,6.45,35%,0.00,0%,50%,0.0
Nissen Osterneck,0,2,0,0,"6'2""",185lbs.,--,Orthodox,"May01,1981",3.15,58%,2.90,41%,0.63,12%,42%,1.3
Joe Vedepo,0,2,0,0,"6'0""",185lbs.,--,Orthodox,--,1.43,42%,5.71,38%,1.07,20%,0%,0.0
Tim McKenzie,1,2,0,0,"6'0""",185lbs.,"74""",Orthodox,"Jul21,1982",1.37,54%,2.96,44%,0.00,0%,28%,2.1
Pete Sell,2,5,0,0,"5'11""",170lbs.,"75""",Orthodox,"Aug05,1982",2.60,42%,3.65,51%,0.91,21%,47%,0.9
Ryan Madigan,0,1,0,0,"6'0""",170lbs.,--,Orthodox,--,0.00,0%,3.35,47%,0.00,0%,0%,0.0
Jason Day,1,3,0,0,"6'0""",185lbs.,"72""",Orthodox,"May19,1981",3.61,54%,3.46,47%,1.13,100%,0%,0.0
Michael Patt,0,2,0,0,"6'0""",205lbs.,--,Orthodox,--,1.65,28%,5.53,55%,0.00,0%,0%,0.0
Brian Cobb,0,1,0,0,"5'11""",155lbs.,--,Orthodox,--,0.00,0%,3.68,55%,5.81,50%,0%,0.0
Per Eklund,1,2,0,0,"5'10""",155lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6
Neil Grove,0,1,0,0,"6'6""",265lbs.,--,Orthodox,"Jan18,1971",0.00,0%,0.00,0%,0.00,0%,100%,14.3
Troy Mandaloniz,1,1,0,0,"5'9""",170lbs.,--,Orthodox,"Feb01,1980",3.52,56%,4.71,63%,3.10,66%,57%,0.0
Luigi Fioravanti,4,5,0,0,"5'8""",170lbs.,"70""",Orthodox,"Jan22,1981",2.23,42%,2.21,69%,3.76,63%,67%,0.9
Rich Clementi,5,6,0,0,"5'9""",155lbs.,"72""",Southpaw,"Mar31,1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1
Derek Downey,0,1,0,0,"6'1""",185lbs.,--,Orthodox,"Apr27,1980",0.32,100%,3.36,12%,2.40,16%,0%,0.0
Steve Bruno,1,2,0,0,"5'10""",170lbs.,--,Orthodox,"Nov03,1981",0.96,52%,3.38,36%,1.94,25%,46%,0.4
Akihiro Gono,8,5,0,0,"5'7""",170lbs.,"68""",Switch,"Oct07,1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5
Christian Wellisch,2,3,0,0,"6'2""",234lbs.,"77""",Orthodox,"Sep13,1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2
Matt Arroyo,1,2,0,0,"5'10""",170lbs.,"72""",Orthodox,"Sep01,1982",1.62,47%,2.01,58%,2.12,36%,100%,5.3
Jeremy Horn,9,8,0,0,"6'1""",185lbs.,"74""",Orthodox,"Aug25,1975",1.19,39%,1.99,55%,1.83,38%,29%,1.1
Tom Egan,0,1,0,0,"5'11""",170lbs.,--,Orthodox,--,0.00,0%,3.91,50%,0.00,0%,28%,0.0
Alexandre Barros,0,1,0,0,"5'9""",170lbs.,--,Southpaw,"Nov19,1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0
Antonio Mendes,0,2,0,0,"6'3""",205lbs.,"77""",Southpaw,"Apr19,1981",1.34,47%,6.85,22%,2.51,50%,100%,0.0
Ivan Serati,0,2,0,0,"6'0""",205lbs.,--,Orthodox,--,0.86,26%,5.33,29%,0.00,0%,0%,0.0
Nate Mohr,1,3,0,0,"5'9""",155lbs.,"72""",Orthodox,"Mar03,1983",3.79,41%,2.50,74%,0.45,50%,71%,0.0
Dean Lister,5,4,0,0,"6'1""",185lbs.,"75""",Orthodox,"Feb13,1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1
Mike Wessel,0,1,0,0,"6'0""",260lbs.,--,Orthodox,"Dec02,1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0
Reese Andy,0,2,0,0,"6'0""",205lbs.,--,Orthodox,"Mar31,1973",2.87,50%,3.50,58%,0.67,20%,40%,0.0
Dan Evensen,0,2,0,0,"6'3""",250lbs.,--,Orthodox,"Jun01,1974",0.27,10%,3.86,38%,0.00,0%,0%,4.0
Shane Primm,0,1,0,0,"6'3""",205lbs.,--,Orthodox,"Jul30,1984",0.83,26%,2.25,62%,1.78,20%,0%,0.0
Jules Bruchez,0,1,0,0,"6'0""",205lbs.,--,Southpaw,"Aug16,1977",0.69,50%,5.52,46%,0.00,0%,0%,0.0
John Polakowski,1,1,0,0,"5'10""",155lbs.,--,Orthodox,"Jun21,1981",2.60,26%,2.83,50%,0.00,0%,87%,0.7
Nate Loughran,1,1,0,0,"6'2""",185lbs.,--,Orthodox,"Jul28,1980",1.81,40%,4.11,59%,0.00,0%,0%,2.1
Brodie Farber,0,2,0,0,"6'1""",170lbs.,--,Orthodox,"Jul05,1980",1.69,45%,2.17,53%,0.90,50%,20%,0.9
Johnny Rees,0,2,0,0,"6'0""",170lbs.,--,Orthodox,"Oct21,1982",3.29,64%,0.84,47%,1.15,25%,50%,0.0
Corey Hill,1,2,0,0,"6'4""",155lbs.,"80""",Orthodox,"Oct03,1978",3.57,46%,1.61,70%,3.02,80%,100%,0.0
Eddie Sanchez,3,3,0,0,"6'2""",230lbs.,"74""",Orthodox,"Nov04,1982",3.45,43%,3.30,43%,1.13,26%,42%,0.0
Josh Hendricks,0,1,0,0,"6'2""",235lbs.,--,Southpaw,"Aug28,1976",0.98,20%,11.80,29%,0.00,0%,0%,0.0
Jorge Gurgel,5,8,0,0,"5'7""",155lbs.,"69""",Orthodox,"Jan25,1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5
Alvin Robinson,1,3,0,0,"5'9""",155lbs.,"68""",Southpaw,"Jul16,1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2
Ryan Thomas,0,2,0,0,"6'0""",170lbs.,--,Orthodox,"Nov05,1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2
Rameau Thierry Sokoudjou,5,6,0,0,"5'10""",205lbs.,"78""",Orthodox,"Apr18,1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9
Neil Wain,0,1,0,0,"5'10""",242lbs.,--,Orthodox,--,2.64,50%,8.57,43%,0.00,0%,50%,0.0
Jess Liaudin,2,3,0,0,"5'9""",170lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6
David Baron,0,2,0,0,"5'6""",155lbs.,--,Switch,"Feb15,1973",1.17,30%,2.10,56%,0.00,0%,14%,0.7
Samy Schiavo,0,2,0,0,"5'8""",155lbs.,--,Orthodox,"Dec24,1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9
Brad Morris,0,2,0,0,"6'2""",205lbs.,--,Orthodox,"Nov01,1979",0.50,62%,6.95,27%,0.00,0%,0%,0.0
Jason Lambert,4,4,0,0,"6'3""",185lbs.,"75""",Orthodox,"Jun03,1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4
Heath Herring,14,8,0,0,"6'4""",250lbs.,"78""",Orthodox,"Mar02,1978",2.37,50%,1.77,54%,1.22,50%,32%,0.7
Luke Cummo,3,4,0,0,"6'0""",170lbs.,"74""",Orthodox,"Apr27,1980",1.74,43%,1.50,59%,0.89,55%,42%,1.4
Cale Yarbrough,1,1,0,0,"6'1""",185lbs.,--,Orthodox,"Dec27,1986",3.16,27%,10.00,72%,0.00,0%,0%,0.0
James Giboo,0,1,0,0,"5'11""",170lbs.,--,Orthodox,"Jan06,1978",1.20,27%,7.08,39%,0.00,0%,0%,0.0
Evan Tanner,11,6,0,0,"6'0""",185lbs.,"74""",Orthodox,"Feb11,1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
Dante Rivera,0,1,0,0,"6'1""",185lbs.,--,Southpaw,"Dec08,1974",2.27,53%,4.00,25%,0.00,0%,16%,0.0
Marvin Eastman,3,5,0,1,"5'9""",185lbs.,"73""",Orthodox,"Jun08,1971",2.21,35%,3.92,42%,1.38,33%,81%,0.0
Rob Yundt,0,2,0,0,"6'1""",185lbs.,--,Orthodox,"May05,1980",1.37,41%,2.55,31%,2.94,100%,0%,0.0
Ivan Salaverry,4,4,0,0,"6'0""",185lbs.,--,Orthodox,"Jan11,1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5
Kazuhiro Nakamura,12,9,0,0,"5'11""",205lbs.,"70""",Orthodox,"Jul16,1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6
War Machine,1,1,0,0,"5'11""",170lbs.,--,Orthodox,"Nov30,1981",2.32,60%,3.17,43%,1.16,50%,40%,0.0
Jason Tan,0,2,0,0,"5'10""",170lbs.,--,Orthodox,"Dec17,1981",0.69,29%,7.37,18%,0.00,0%,0%,0.0
Travis Lutter,2,4,0,0,"5'11""",185lbs.,"75""",Orthodox,"May12,1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7
Kalib Starnes,2,3,0,0,"6'3""",185lbs.,"74""",Orthodox,"Jan06,1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
Charles McCarthy,1,2,0,0,"5'10""",185lbs.,"71""",Orthodox,"Aug06,1980",0.18,12%,4.03,56%,2.67,60%,0%,2.7
Kuniyoshi Hironaka,3,6,0,0,"5'10""",168lbs.,"70""",Orthodox,"Jun17,1976",1.98,40%,3.01,54%,1.91,30%,25%,0.6
Din Thomas,5,4,0,0,"5'9""",155lbs.,--,Orthodox,"Sep28,1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2
Ryan Roberts,0,1,0,0,"5'6""",155lbs.,--,Orthodox,"Jul16,1978",0.00,0%,22.50,45%,0.00,0%,0%,0.0
Jeff Cox,0,2,0,0,"5'10""",155lbs.,--,Orthodox,"Aug02,1968",0.56,25%,1.69,33%,4.23,50%,80%,0.0
Roman Mitichyan,1,1,0,0,"5'10""",170lbs.,--,Orthodox,"Sep04,1978",0.26,16%,2.70,43%,1.93,100%,25%,1.9
Tommy Speer,1,2,0,0,"5'10""",170lbs.,"71""",Orthodox,"Aug20,1984",2.56,51%,5.12,35%,2.02,33%,33%,0.0
John Halverson,0,2,0,0,"5'9""",155lbs.,--,Southpaw,"Sep08,1972",2.94,43%,5.29,47%,0.00,0%,66%,2.0
Tim Sylvia,9,5,0,0,"6'8""",265lbs.,"80""",Orthodox,"Mar05,1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
David Heath,2,3,0,0,"5'11""",205lbs.,"72""",Orthodox,"Feb10,1976",1.48,30%,5.16,49%,0.33,50%,57%,1.0
Terry Martin,4,6,0,0,"5'8""",185lbs.,"71""",Orthodox,"Oct10,1980",2.82,43%,3.13,54%,3.10,42%,92%,0.0
Alberto Crane,0,2,0,0,"5'5""",155lbs.,--,Orthodox,"Jul14,1976",0.43,25%,2.61,57%,0.00,0%,50%,4.0
Joe Veres,0,2,0,0,"5'7""",155lbs.,--,Orthodox,"Nov09,1977",0.00,0%,5.55,27%,0.00,0%,0%,0.0
Colin Robinson,0,2,0,0,"6'4""",243lbs.,--,Orthodox,"Nov27,1968",6.19,69%,7.91,37%,2.58,100%,50%,5.2
James Lee,1,1,0,0,"5'11""",205lbs.,--,Southpaw,"Sep22,1973",1.40,42%,3.72,27%,13.95,50%,0%,7.0
Jordan Radev,0,2,0,0,"5'7""",185lbs.,--,Southpaw,"Sep28,1976",1.35,23%,2.38,66%,0.00,0%,80%,0.0
Tony DeSouza,4,3,0,0,"6'0""",170lbs.,"70""",Southpaw,"Jul26,1974",1.12,52%,1.57,41%,2.25,42%,40%,1.5
Doug Evans,0,2,0,0,"5'9""",155lbs.,--,Orthodox,"Oct10,1980",1.79,35%,2.55,55%,3.19,83%,69%,0.6
Jared Rollins,0,1,0,0,"5'9""",170lbs.,--,Orthodox,"Jan26,1977",3.33,57%,2.41,39%,2.50,50%,50%,1.2
Billy Miles,0,1,0,0,"5'10""",170lbs.,--,Orthodox,"Apr28,1978",0.00,0%,1.25,33%,0.00,0%,0%,0.0
Dan Barrera,0,1,0,0,"5'9""",170lbs.,--,Orthodox,"Dec23,1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0
Richie Hightower,0,1,0,0,"5'8""",170lbs.,--,Orthodox,"Nov26,1974",4.62,35%,6.92,21%,3.46,100%,100%,0.0
John Kolosci,0,2,0,0,"5'11""",185lbs.,--,Orthodox,"Nov26,1974",0.21,20%,0.85,50%,0.00,0%,0%,0.0
Dorian Price,0,1,0,0,"6'3""",170lbs.,--,Southpaw,"Aug20,1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Paul Georgieff,0,1,0,0,"6'2""",170lbs.,--,Orthodox,"Sep22,1982",2.55,40%,2.34,35%,0.00,0%,0%,0.0
Luke Caudillo,0,3,0,0,"5'7""",155lbs.,--,Orthodox,"Nov30,1980",1.97,28%,5.07,55%,0.44,20%,85%,0.0
Jason Black,2,3,0,1,"5'8""",155lbs.,--,Orthodox,"Jul15,1972",1.06,47%,2.60,45%,0.48,33%,28%,6.2
Diego Saraiva,0,3,0,0,"5'6""",155lbs.,--,Orthodox,"Apr23,1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7
Scott Junk,0,1,0,0,"6'1""",265lbs.,--,Orthodox,"Dec17,1978",5.13,60%,1.81,45%,0.00,0%,0%,0.0
Edilberto de Oliveira,0,2,0,0,"6'0""",170lbs.,--,Orthodox,"Nov22,1982",4.12,32%,6.79,61%,0.00,0%,0%,0.0
Anthony Torres,1,1,0,0,"5'8""",170lbs.,--,Orthodox,"Jul31,1978",3.54,48%,7.52,45%,0.00,0%,100%,2.2
Renato Sobral,11,6,0,0,"6'1""",205lbs.,"75""",Orthodox,"Sep07,1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6
Mike Nickels,1,1,0,0,"6'4""",205lbs.,--,Orthodox,"Dec13,1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8
Jason Gilliam,0,2,0,0,"6'0""",170lbs.,--,Orthodox,--,0.79,33%,3.14,42%,0.00,0%,0%,0.0
Jens Pulver,10,9,0,1,"5'7""",145lbs.,"70""",Southpaw,"Dec06,1974",2.12,37%,3.13,56%,0.22,33%,63%,0.3
Floyd Sword,0,1,0,0,"6'0""",185lbs.,--,Orthodox,"Aug24,1976",0.78,42%,1.57,40%,0.00,0%,33%,0.0
Brandon Melendez,0,1,0,0,"5'11""",155lbs.,--,Southpaw,"Mar24,1983",0.84,26%,0.56,63%,0.00,0%,25%,0.0
Andy Wang,0,1,0,0,"5'6""",155lbs.,--,Orthodox,"May28,1977",3.43,36%,10.29,62%,0.00,0%,0%,0.0
Allen Berube,0,1,0,0,"5'8""",155lbs.,--,Orthodox,"Aug25,1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
Brian Geraghty,0,1,0,0,"5'7""",155lbs.,--,Orthodox,"Nov04,1980",0.47,25%,9.77,36%,0.00,0%,50%,0.0
Hector Ramirez,0,3,0,0,"6'0""",205lbs.,--,Orthodox,"Mar28,1976",2.27,41%,4.60,56%,2.30,55%,66%,0.5
Rory Singer,2,2,0,0,"6'2""",185lbs.,"77""",Orthodox,"May28,1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8
Scott Smith,5,9,1,0,"6'0""",185lbs.,"70""",Orthodox,"May21,1979",1.90,27%,5.87,50%,0.12,6%,58%,0.5
Stevie Lynch,0,1,0,0,"5'10""",170lbs.,--,Orthodox,--,2.47,25%,7.06,41%,0.00,0%,0%,0.0
Pete Spratt,3,6,0,0,"5'9""",170lbs.,--,Orthodox,"Jan09,1971",1.63,48%,1.33,55%,0.30,100%,46%,0.3
Chad Reiner,0,2,0,0,"5'11""",170lbs.,--,Orthodox,"Jun29,1981",0.53,20%,1.97,46%,0.99,33%,25%,2.0
Sean Salmon,0,3,0,0,"5'10""",185lbs.,--,Southpaw,"Sep11,1977",1.49,33%,2.03,65%,4.06,50%,0%,0.0
Elvis Sinosic,1,6,0,0,"6'3""",205lbs.,"77""",Orthodox,"Feb13,1971",1.13,37%,4.60,53%,0.00,0%,0%,1.2
Assuerio Silva,2,4,0,0,"5'10""",241lbs.,--,Orthodox,"Jun18,1974",1.42,46%,4.20,54%,2.66,34%,25%,1.8
David Lee,0,2,0,0,"5'10""",155lbs.,--,Orthodox,--,1.49,50%,3.31,42%,0.00,0%,50%,0.0
Victor Valimaki,0,2,0,0,"6'0""",205lbs.,--,Orthodox,--,3.94,30%,2.99,67%,0.90,14%,0%,0.0
Brad Imes,0,3,0,0,"6'7""",265lbs.,--,Orthodox,"Mar13,1977",2.73,31%,4.24,49%,1.72,71%,0%,1.0
Josh Haynes,0,3,0,0,"5'9""",170lbs.,--,Orthodox,"Jul30,1977",1.25,22%,4.03,52%,0.94,18%,42%,0.0
Dokonjonosuke Mishima,2,4,0,0,"5'7""",155lbs.,--,Southpaw,"Apr19,1972",1.06,41%,1.22,52%,2.47,40%,25%,1.4
Drew Fickett,5,4,0,0,"5'10""",155lbs.,"70""",Orthodox,"Dec14,1979",2.33,41%,2.29,57%,1.30,35%,30%,2.2
Rex Holman,0,1,0,0,"6'3""",205lbs.,--,Southpaw,--,2.75,34%,7.25,40%,0.00,0%,100%,0.0
Sam Hoger,2,3,0,0,"6'2""",205lbs.,--,Orthodox,"Jun28,1980",1.07,25%,2.25,57%,1.12,38%,29%,1.3
Chris Price,0,2,0,0,"6'2""",185lbs.,--,Southpaw,"Nov09,1982",1.44,66%,2.59,48%,0.00,0%,33%,2.2
Ross Pointon,0,3,0,0,"5'8""",170lbs.,--,Orthodox,"Feb18,1980",2.62,23%,2.77,58%,1.19,100%,0%,0.0
Marcio Cruz,2,2,0,0,"6'4""",232lbs.,--,Orthodox,"Apr24,1978",2.92,46%,1.51,68%,0.53,7%,37%,1.6
Jeff Joslin,0,2,0,0,"6'0""",170lbs.,--,Orthodox,"Apr30,1975",2.17,39%,1.57,65%,0.50,33%,64%,0.5
Shonie Carter,3,4,0,0,"5'10""",170lbs.,--,Southpaw,"May03,1972",1.62,36%,2.32,47%,0.75,66%,75%,0.0
Dave Menne,2,5,0,0,"5'10""",170lbs.,--,Orthodox,"Jul29,1974",1.84,44%,1.99,42%,0.46,50%,57%,2.5
Logan Clark,3,1,0,0,"6'2""",185lbs.,--,Orthodox,"Feb16,1985",2.20,54%,1.49,53%,0.31,100%,30%,2.1
Steve Byrnes,0,1,0,0,"6'0""",170lbs.,--,Orthodox,--,1.20,51%,2.67,27%,3.00,60%,0%,4.0
Jeff Monson,6,6,0,0,"5'9""",247lbs.,"74""",Orthodox,"Jan18,1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7
Sherman Pendergarst,0,1,0,0,"6'1""",235lbs.,--,Orthodox,"Aug01,1967",1.23,36%,3.08,16%,4.62,100%,0%,0.0
Josh Shockman,0,2,0,0,"6'4""",235lbs.,--,Southpaw,"Dec29,1980",0.87,32%,0.87,58%,0.00,0%,23%,0.0
